"Product ID";"Reference";"Active (0 = No, 1 = Yes)";"Name";"EAN13";"UPC";"ISBN";"MPN";"Visibility";"Condition";"Show Condition (0 = No, 1 = Yes)";"Is Pack (0 = No, 1 = Yes)";"Summary";"Description";"Tags (x,y,z...)";"Available for Order (0 = No, 1 = Yes)";"Availability Date";"Show Price (0 = No, 1 = Yes)";"Creation Date";"Available Online Only (0 = No, 1 = Yes)";"Is Virtual Product (0 = No, 1 = Yes)";"Virtual File URL";"Virtual File Displayed Name";"Number of Allowed Downloads";"Expiration Date of Download";"Number of Days Accessible";"Pack Quantity Type";"Price (Tax Excluded)";"Price (Tax Included)";"Cost (Wholesale) Price";"On Sale Badge (0 = No, 1 = Yes)";"Priority Management";"Tax Rule Name";"Ecotax";"Unity";"Unit Price";"Meta Title";"Meta Keywords";"Meta Description";"Rewritten URL";"Redirect Type";"Target Redirect ID";"Target Redirect Name";"Default Category ID";"Default Category Name";"Category IDs (x,y,z...)";"Category Names (x,y,z...)";"Brand Name";"Related Product IDs (x,y,z...)";"Related Product Names (x,y,z...)";"Product Names in Pack (x,y,z...)";"Product Quantities in Pack (x,y,z...)";"Carrier Names (x,y,z...)";"Width";"Height";"Depth";"Weight";"Delivery Time of In-stock Products";"Delivery Time of Out-of-stock Products";"Additional Shipping Fees";"Delivery Time";"Sold Quantity";"Number of Sales";"Quantity";"Minimal Quantity";"Location";"Low Stock Level";"Low Stock Alert (0 = No, 1 = Yes)";"Label When in Stock";"Label When Backorder Allowed";"Action When out of Stock";"Warehouses (Reference:Name:Location) (x,y,z...)";"Quantity Discount (0 = No, 1 = Yes)";"Cover Image URL";"Image URLs (x,y,z...)";"Image Alt Texts (x,y,z...)";"Features (Name~Value~Custom) (x,y,z...)";"Is Customizable (0 = No, 1 = Yes)";"Number of Customization Text Fields";"Number of Customization File Fields";"Customization Fields (Label:Type:Required) (x,y,z...)";"Has Attachments (0 = No, 1 = Yes)";"Attachment IDs (x,y,z...)";"Attachment URLs (x,y,z...)";"Attachment Names (x,y,z...)";"Attachment Descriptions (x,y,z...)";"Default Supplier Name";"Default Supplier Reference";"Supplier Names (x,y,z...)";"Supplier References (x,y,z...)";"Supplier Prices (x,y,z...)";"Supplier Currency ISO Codes (x,y,z...)"
"11";"demo_17";"1";"Hummingbird cushion";"";"";"";"";"both";"new";"0";"0";"<p>Cushion with removable cover and invisible zip on the back. 32x32cm</p>";"<p>The hummingbird cushion will add a graphic and colorful touch to your sofa, armchair or bed. Create a modern and zen atmosphere that inspires relaxation. Cover 100% cotton, machine washable at 60° / Filling 100% hypoallergenic polyester.</p>";"";"1";"0000-00-00";"1";"2025-11-17 11:02:12";"0";"0";"";"";"";"";"";"3";"18.9";"21.924";"5.49";"0";"";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"hummingbird-cushion";"301-category";"0";"";"8";"Home Accessories";"2,6,8";"Home,Accessories,Home Accessories";"Studio Design";"";"";"";"";"";"0";"0";"0";"0.3";"";"";"0";"1";"";"";"600";"1";"";"0";"0";"";"";"2";"";"0";"https://rh.rightart.co.uk/img/p/1/3/13.jpg";"https://rh.rightart.co.uk/img/p/1/3/13.jpg,https://rh.rightart.co.uk/img/p/1/4/14.jpg";"Hummingbird cushion,Hummingbird cushion";"Composition~Polyester~0,Property~Removable cover~0";"0";"0";"0";"";"0";"";"";"";"";"Accessories supplier";"";"Accessories supplier";"demo_17_83";"5.49";"PKR"
"12";"demo_18";"1";"Mountain fox - Vector graphics";"";"";"";"";"both";"new";"0";"0";"<p>Vector graphic, format: svg. Download for personal, private and non-commercial use.</p>";"<p>You have a custom printing creative project? The vector graphic Mountain fox illustration can be used for printing purpose on any support, without size limitation. </p>";"";"1";"0000-00-00";"1";"2025-11-17 11:02:12";"0";"1";"";"";"";"";"";"3";"9";"10.44";"5.49";"0";"";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"mountain-fox-vector-graphics";"301-category";"0";"";"9";"Art";"2,9";"Home,Art";"Graphic Corner";"";"";"";"";"";"0";"0";"0";"0.3";"";"";"0";"1";"";"";"300";"1";"";"0";"0";"";"";"1";"";"0";"https://rh.rightart.co.uk/img/p/1/5/15.jpg";"https://rh.rightart.co.uk/img/p/1/5/15.jpg";"Mountain fox - Vector graphics";"";"0";"0";"0";"";"0";"";"";"";"";"Accessories supplier";"";"Fashion supplier,Accessories supplier";"demo_18,demo_18";"6.49";"PKR,PKR"
"13";"demo_19";"1";"Brown bear - Vector graphics";"";"";"";"";"both";"new";"0";"0";"<p>Vector graphic, format: svg. Download for personal, private and non-commercial use.</p>";"<p>You have a custom printing creative project? The vector graphic Mountain fox illustration can be used for printing purpose on any support, without size limitation. </p>";"";"1";"0000-00-00";"1";"2025-11-17 11:02:12";"0";"1";"";"";"";"";"";"3";"9";"10.44";"5.49";"0";"";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"brown-bear-vector-graphics";"301-category";"0";"";"9";"Art";"2,9";"Home,Art";"Graphic Corner";"";"";"";"";"";"0";"0";"0";"0.3";"";"";"0";"1";"";"";"300";"1";"";"0";"0";"";"";"1";"";"0";"https://rh.rightart.co.uk/img/p/1/6/16.jpg";"https://rh.rightart.co.uk/img/p/1/6/16.jpg";"Brown bear - Vector graphics";"";"0";"0";"0";"";"0";"";"";"";"";"Accessories supplier";"";"Fashion supplier,Accessories supplier";"demo_19,demo_19";"6.49";"PKR,PKR"
"14";"demo_20";"1";"Hummingbird - Vector graphics";"";"";"";"";"both";"new";"0";"0";"<p>Vector graphic, format: svg. Download for personal, private and non-commercial use.</p>";"<p>You have a custom printing creative project? The vector graphic Mountain fox illustration can be used for printing purpose on any support, without size limitation. </p>";"";"1";"0000-00-00";"1";"2025-11-17 11:02:12";"0";"1";"";"";"";"";"";"3";"9";"10.44";"5.49";"0";"";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"hummingbird-vector-graphics";"301-category";"0";"";"9";"Art";"2,9";"Home,Art";"Graphic Corner";"";"";"";"";"";"0";"0";"0";"0.3";"";"";"0";"1";"";"";"300";"1";"";"0";"0";"";"";"1";"";"0";"https://rh.rightart.co.uk/img/p/1/7/17.jpg";"https://rh.rightart.co.uk/img/p/1/7/17.jpg";"Hummingbird - Vector graphics";"";"0";"0";"0";"";"0";"";"";"";"";"Accessories supplier";"";"Fashion supplier,Accessories supplier";"demo_20,demo_20";"6.49";"PKR,PKR"
"15";"demo_21";"1";"Pack Mug + Framed poster";"";"";"";"";"both";"new";"0";"1";"<p>Mug The Adventure Begins + Framed poster Today is a good day 40x60cm </p>";"";"";"1";"0000-00-00";"1";"2025-11-17 11:02:12";"0";"0";"";"";"";"";"";"3";"35";"40.6";"5.49";"0";"";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"pack-mug-framed-poster";"301-category";"0";"";"8";"Home Accessories";"2,6,8,9";"Home,Accessories,Home Accessories,Art";"";"";"";"Mug The adventure begins";"5";"";"0";"0";"0";"0.3";"";"";"0";"1";"";"";"100";"1";"";"0";"0";"";"";"2";"";"0";"https://rh.rightart.co.uk/img/p/2/3/23.jpg";"https://rh.rightart.co.uk/img/p/2/3/23.jpg";"Pack Mug + Framed poster";"";"0";"0";"0";"";"0";"";"";"";"";"Accessories supplier";"";"Accessories supplier";"";"0";"PKR"
"16";"demo_8";"1";"Mountain fox notebook";"";"";"";"";"both";"new";"0";"0";"<p>120 sheets notebook with hard cover made of recycled cardboard. 16x22cm</p>";"<p>The Mountain fox notebook is the best option to write down your most ingenious ideas. At work, at home or when traveling, its endearing design and manufacturing quality will make you feel like writing! 90 gsm paper / double spiral binding.</p>";"";"1";"0000-00-00";"1";"2025-11-17 11:02:12";"0";"0";"";"";"";"";"";"3";"12.9";"14.964";"5.49";"0";"";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"mountain-fox-notebook";"301-category";"0";"";"7";"Stationery";"2,6,7";"Home,Accessories,Stationery";"Graphic Corner";"";"";"";"";"";"0";"0";"0";"0.3";"";"";"0";"1";"";"";"1200";"1";"";"0";"0";"";"";"2";"";"0";"https://rh.rightart.co.uk/img/p/1/8/18.jpg";"https://rh.rightart.co.uk/img/p/1/8/18.jpg";"Mountain fox notebook";"Composition~Recycled cardboard~0,Property~120 pages~0";"0";"0";"0";"";"0";"";"";"";"";"Accessories supplier";"";"Accessories supplier";"demo_8_85";"5.49";"PKR"
"17";"demo_9";"1";"Brown bear notebook";"";"";"";"";"both";"new";"0";"0";"<p>120 sheets notebook with hard cover made of recycled cardboard. 16x22cm</p>";"<p>The Mountain fox notebook is the best option to write down your most ingenious ideas. At work, at home or when traveling, its endearing design and manufacturing quality will make you feel like writing! 90 gsm paper / double spiral binding.</p>";"";"1";"0000-00-00";"1";"2025-11-17 11:02:12";"0";"0";"";"";"";"";"";"3";"12.9";"14.964";"5.49";"0";"";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"brown-bear-notebook";"301-category";"0";"";"7";"Stationery";"2,6,7";"Home,Accessories,Stationery";"Graphic Corner";"";"";"";"";"";"0";"0";"0";"0.3";"";"";"0";"1";"";"";"1200";"1";"";"0";"0";"";"";"2";"";"0";"https://rh.rightart.co.uk/img/p/1/9/19.jpg";"https://rh.rightart.co.uk/img/p/1/9/19.jpg";"Mountain fox notebook";"Composition~Recycled cardboard~0,Property~120 pages~0";"0";"0";"0";"";"0";"";"";"";"";"Accessories supplier";"";"Accessories supplier";"demo_9_89";"5.49";"PKR"
"18";"demo_10";"1";"Hummingbird notebook";"";"";"";"";"both";"new";"0";"0";"<p>120 sheets notebook with hard cover made of recycled cardboard. 16x22cm</p>";"<p>The Mountain fox notebook is the best option to write down your most ingenious ideas. At work, at home or when traveling, its endearing design and manufacturing quality will make you feel like writing! 90 gsm paper / double spiral binding.</p>";"";"1";"0000-00-00";"1";"2025-11-17 11:02:12";"0";"0";"";"";"";"";"";"3";"12.9";"14.964";"5.49";"0";"";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"hummingbird-notebook";"301-category";"0";"";"7";"Stationery";"2,6,7";"Home,Accessories,Stationery";"Graphic Corner";"";"";"";"";"";"0";"0";"0";"0.3";"";"";"0";"1";"";"";"1200";"1";"";"0";"0";"";"";"2";"";"0";"https://rh.rightart.co.uk/img/p/2/0/20.jpg";"https://rh.rightart.co.uk/img/p/2/0/20.jpg";"Mountain fox notebook";"Composition~Recycled cardboard~0,Property~120 pages~0";"0";"0";"0";"";"0";"";"";"";"";"Accessories supplier";"";"Accessories supplier";"demo_10_93";"5.49";"PKR"
"19";"demo_14";"1";"Customizable mug";"";"";"";"";"both";"new";"0";"0";"<p>White Ceramic Mug. 325ml</p>";"<p>Customize your mug with the text of your choice. A mood, a message, a quote... It's up to you! Maximum number of characters: ---</p>";"";"1";"0000-00-00";"1";"2025-11-17 11:02:12";"0";"0";"";"";"";"";"";"3";"13.9";"16.124";"5.49";"0";"";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"customizable-mug";"301-category";"0";"";"8";"Home Accessories";"2,6,8";"Home,Accessories,Home Accessories";"Studio Design";"";"";"";"";"";"0";"0";"0";"0.3";"";"";"0";"1";"";"";"300";"1";"";"0";"0";"";"";"2";"";"0";"https://rh.rightart.co.uk/img/p/2/2/22.jpg";"https://rh.rightart.co.uk/img/p/2/2/22.jpg";"Customizable mug";"Composition~Ceramic~0";"1";"1";"0";"Type your text here:1:1";"0";"";"";"";"";"Accessories supplier";"";"Accessories supplier";"demo_14";"5.49";"PKR"
"20";"";"1";"2square-test second upload334";"";"";"";"";"both";"new";"0";"0";"<p>test summary </p>";"<h2 style=""border:0px;margin:0px;list-style:none;color:#363738;font-family:'Titillium Web', sans-serif;font-size:36px;line-height:1;padding:12px 0px;background-color:#ffffff;""><span id=""description-title-postfix"" style=""margin:0px;padding:0px;border:0px;font-family:inherit;line-height:inherit;list-style:none;color:inherit;"">Canvas Print</span> Description</h2>
<div id=""description-canvas-print"" class=""descriptions"" style=""margin:0px;padding:0px;border:0px;font-family:'Open Sans', sans-serif;line-height:inherit;list-style:none;color:#363738;font-size:16px;background-color:#ffffff;"">A statement piece such as the print, ""How Far Is a Light Year?"", can be a bold accent for your home or office. This work by Alexander Grahovsky takes pop art to a different level. The image depicts a beautiful person with smooth ebony skin, wearing pale blue sunglasses and blowing a bright pink bubble. This eye-catching piece brilliantly captures a single moment in time.</div>";"";"1";"0000-00-00";"1";"2025-11-16 20:41:02";"0";"0";"";"";"";"";"";"3";"500";"580";"0";"0";"";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"2square-test-second-upload334";"default";"0";"";"2";"Home";"2,6,9,11,12,13,14,16,17,18,19,20,21,22,23,24,34,35";"Home,Accessories,Art,Subject,Style,Color,Room,julian-spencer,test4,test5,test6,test8,best1,best2,best3,best4,check,square";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"0";"1";"";"";"360";"1";"";"0";"0";"";"";"2";"";"0";"https://rh.rightart.co.uk/img/p/2/4/24.jpg";"https://rh.rightart.co.uk/img/p/2/4/24.jpg,https://rh.rightart.co.uk/img/p/2/5/25.jpg";",";"";"0";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";""
