"Category ID";"Active (0 = No, 1 = Yes)";"Name";"Parent Category ID";"Parent Category Name";"Description";"Rewritten URL";"Meta Title";"Meta Keywords";"Meta Description";"Position";"Image URL";"Creation Date";"Group Names (x,y,z...)";"Group Reductions (x,y,z...)"
"";"";" Style            ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" Style            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" Color            ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" Color            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" Room             ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" Room             ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" test 1           ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" test 1           ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" julian-spencer   ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" julian-spencer   ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" test4            ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" test4            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" test5            ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" test5            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" test6            ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" test6            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" test8            ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" test8            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" best1            ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" best1            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" best2            ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" best2            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" best3            ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" best3            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" best4            ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" best4            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" ext1             ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" ext1             ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" ext1             ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" ext1             ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" ext3             ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" ext3             ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" ext4             ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" ext4             ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" ext5             ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" ext5             ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" ext6             ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" ext6             ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" ext7             ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" ext7             ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" ext9             ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" ext9             ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" ext10            ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" ext10            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" check            ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" check            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" square           ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" square           ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" horizontal       ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" horizontal       ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"";"";" vertical         ";"";"";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" vertical         ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
