"Category ID";"Active (0 = No, 1 = Yes)";"Name";"Parent Category ID";"Parent Category Name";"Description";"Rewritten URL";"Meta Title";"Meta Keywords";"Meta Description";"Position";"Image URL";"Creation Date";"Group Names (x,y,z...)";"Group Reductions (x,y,z...)"
"12";"";" Style            ";"";" Home        ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" Style            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"13";"";" Color            ";"";" Home        ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" Color            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"14";"";" Room             ";"";" Home        ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" Room             ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"15";"";" test 1           ";"";" Art         ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" test 1           ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"16";"";" julian-spencer   ";"";" Artist      ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" julian-spencer   ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"17";"";" test4            ";"";" Subject     ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" test4            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"18";"";" test5            ";"";" Style       ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" test5            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"19";"";" test6            ";"";" Color       ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" test6            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"20";"";" test8            ";"";" Room        ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" test8            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"21";"";" best1            ";"";" Subject     ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" best1            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"22";"";" best2            ";"";" Style       ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" best2            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"23";"";" best3            ";"";" Color       ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" best3            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"24";"";" best4            ";"";" Room        ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" best4            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"25";"";" ext1             ";"";" Home        ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" ext1             ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"26";"";" ext1             ";"";" Home        ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" ext1             ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"27";"";" ext3             ";"";" Home        ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" ext3             ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"28";"";" ext4             ";"";" Home        ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" ext4             ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"29";"";" ext5             ";"";" Home        ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" ext5             ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"30";"";" ext6             ";"";" Home        ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" ext6             ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"31";"";" ext7             ";"";" Home        ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" ext7             ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"32";"";" ext9             ";"";" Home        ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" ext9             ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"33";"";" ext10            ";"";" Home        ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" ext10            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"34";"";" check            ";"";" Home        ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" check            ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"35";"";" square           ";"";" Home        ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" square           ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"36";"";" horizontal       ";"";" Home        ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" horizontal       ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
"37";"";" vertical         ";"";" Home        ";"<p>Framed poster and vector images, all you need to give personality to your walls or bring your creative projects to life.</p>";" vertical         ";"";"";"";"";"https://rh.rightart.co.uk/pics/cover.jpg";"";"Guest,Visitor,Customer";""
