"Category ID";"Active (0 = No, 1 = Yes)";"Name";"Parent Category ID";"Parent Category Name";"Description";"Rewritten URL";"Meta Title";"Meta Keywords";"Meta Description";"Position";"Image URL";"Creation Date";"Group Names (x,y,z...)";"Group Reductions (x,y,z...)"
"21";"1";"Photographs paintings";"4";"Style";"Step into our Photography Paintings collection, where every piece feels like a story frozen in time. Here you’ll find art inspired by powerful photographs – dramatic city streets, calm nature scenes, dreamy portraits, travel moments, abstract light trails, and more. Each artwork is chosen for its strong visual impact, emotional depth, and the way it captures real-life moments in a cinematic, almost “still frame” style.

This curated art collection is perfect for anyone who loves realistic details, bold compositions, and modern visual storytelling. Whether you’re looking to buy art that feels personal, expressive, or simply eye-catching, these photography-inspired pieces offer a mix of moody, vibrant, minimal, and dramatic looks. We carefully select every design so you can shop wall art online with confidence, knowing each piece has been handpicked for quality, style, and emotion. Discover art that doesn’t just decorate your space, but stays with you like a favorite memory.";"photographs";"Photographs paintings & Art Collection | Right Art Uk";"";"Discover photography-inspired paintings. Shop a curated art collection of expressive, modern pieces and buy wall art online with confidence.";"";"";"";"";""
"22";"1";"Geometric paintings";"4";"Style";"Geometry Paintings collection is all about clean lines, bold shapes, and colors that instantly catch the eye. This curated art collection brings together pieces inspired by circles, triangles, grids, and abstract patterns, creating a modern and stylish visual rhythm. Each artwork is chosen to feel balanced yet energetic, perfect for anyone who loves structure, symmetry, and a bit of playful contrast in their art.

Inside this collection, you’ll find geometric wall art that ranges from soft, minimal designs to strong, statement pieces with high impact. Some works focus on calming, repeated patterns, while others explore broken shapes and dynamic angles that feel fresh and surprising. Every piece is carefully selected to help you buy art that reflects your taste, whether you’re into contemporary design, abstract style, or bold color blocking. Think of this as your go-to place for thoughtfully curated art, where each work is chosen to spark emotion, start conversations, and make your collection feel truly unique.";"geometric";"Geometric paintings & Art Collection | Right Art Uk";"";"Discover bold geometry paintings in a curated collection that makes buying modern, abstract art online simple and inspiring.";"";"";"";"";""
"23";"1";"Pop Art";"4";"Style";"Step into our Pop Art Collection, where bold color, playful graphics, and iconic culture collide. Here you’ll find eye-catching portraits, comic-style scenes, neon-inspired typography, and pop culture mashups that feel fun, fresh, and instantly memorable. Each artwork is chosen to bring that cool, gallery-style attitude you love from classic and modern pop art, all in one easy place to browse and buy art online.

This curated art collection is designed for people who want their walls to make a statement. From striking close-up faces and retro poster vibes to graphic patterns and witty visual jokes, every piece has personality. We carefully handpick each artwork so you can shop pop art paintings for sale with confidence, knowing the style, quality, and mood all work together. Explore the collection, find the pieces that match your vibe, and build a pop art wall that feels bold, stylish, and uniquely you.";"pop";"Pop Art Collection & Paintings | Right Art Uk";"";"Discover bold Pop Art paintings in our curated collection. Shop vibrant, collectible pieces and buy pop art online with confidence.";"";"";"";"";""
"24";"1";"Classic Art";"4";"Style";"Step into our Classic Art Collection, where timeless style meets a carefully curated selection of masterpieces. Here you’ll find graceful portraits, grand historical scenes, dreamy landscapes, and elegant still life pieces inspired by famous eras of art history. Each artwork is chosen to bring that classic, museum-style feeling into your life, with rich details, balanced composition, and a sense of quiet luxury that never goes out of fashion.

This curated art collection is perfect for anyone who loves heritage, culture, and storytelling through art. From romantic scenes and dramatic silhouettes to serene nature views and refined architectural themes, every piece is picked to create a mood of depth, elegance, and calm. Whether you’re looking to buy classic wall art online, build a personal art collection, or simply add a touch of old-world charm to your space, this is where you’ll discover art that feels special, meaningful, and made to be treasured for years.";"classic";"Classic Art Collection & Paintings | Right Art Uk";"";"Shop our Classic Art collection – timeless, curated masterpieces for art lovers looking to buy elegant classic wall art online.";"";"";"";"";""
"25";"1";"Fine Art";"4";"Style";"Step into our Fine Art Collection, where every piece is chosen to tell a story and spark emotion. Here you’ll find a mix of bold abstract art, calming nature scenes, expressive portraits, and modern statement pieces that speak to different moods and personalities. Each artwork is carefully selected to feel timeless yet fresh, giving you the chance to buy art that truly connects with you, not just fill a wall.

This curated art collection is all about feeling something when you look at it—peace, joy, nostalgia, power, or quiet reflection. We focus on meaningful details, balanced composition, and strong visual impact so that every artwork feels like a special find. Whether you’re building your first art collection or adding to an existing one, this is a place to discover unique fine art wall art, thoughtfully brought together to make choosing the right piece easier, inspiring, and enjoyable.";"fine";"Fine Art Collection & Paintings | Right Art Uk";"";"Shop Fine Art Paintings collection – a curated collection of emotive pieces to buy online and grow your personal art collection.";"";"";"";"";""
"26";"1";"Minimalist paintings";"4";"Style";"Minimalist Paintings are all about calm, clarity, and clean design. This curated art collection brings together carefully chosen pieces with simple lines, soft contrasts, and balanced shapes. Inside this collection, you’ll find abstract forms, subtle gradients, monochrome designs, and gentle color palettes that feel modern, airy, and thoughtfully stripped back. Every artwork is selected to create a feeling of peace, focus, and quiet confidence.

Whether you’re looking to buy art that feels modern, stylish, and uncluttered, or to build a cohesive curated art collection, this minimalist wall art range is designed to make your choice easy. Each piece is chosen to work beautifully on its own or as part of a set, so you can collect artworks that reflect a refined, contemporary taste. Explore the collection and discover pieces that speak through simplicity, leaving space for your own story and lifestyle.";"minimalist";"Minimalist paintings & Art Collection | Right Art Uk";"";"Curated minimalist art paintings collection. Shop calm, modern pieces and buy timeless designs to express your style.";"";"";"";"";""
"27";"1";"Realism paintings";"4";"Style";"Step into our Realism Paintings collection, where every piece feels true to life. This curated gallery is all about detail, emotion, and stories you can almost step into. Here you’ll find lifelike portraits, everyday moments, city streets, nature scenes, and still-life compositions that look strikingly real. Each artwork is carefully selected for its clarity, depth, and the way it captures light, shadow, and expression in a believable way.

This realism art collection is designed for people who love art that feels honest and relatable. You’ll see faces that seem to look back at you, landscapes that feel familiar, and quiet scenes that hold a deeper meaning the longer you look. Our goal is to offer a thoughtful, high-quality selection so you can confidently buy art online, knowing every piece in this curated collection has been handpicked for impact, emotion, and timeless appeal.";"realism";"Realism paintings & Art Collection | Right Art Uk";"";"Explore our Realism Paintings collection, a curated gallery of lifelike scenes and portraits ready to buy online.";"";"";"";"";""
"28";"1";"Impressionist paintings";"4";"Style";"Step into our Impressionist Paintings collection, where every piece captures a fleeting moment of light, color, and emotion. Here you’ll find dreamy landscapes, soft garden scenes, glowing city streets, peaceful seascapes, and tender everyday moments. Each artwork is chosen to bring that gentle, blurred, “caught in the moment” feeling that makes Impressionist art so loved around the world.

This curated art collection is perfect for art lovers who want to buy art online that feels poetic, emotional, and timeless. From romantic silhouettes at sunset to sunlit fields and misty mornings, every piece in this collection is selected for its mood, harmony, and storytelling. We focus on quality, beauty, and variety, so you can explore Impressionist wall art that truly speaks to you and reflects your personal taste with confidence.";"impressionist";"Impressionist paintings & Art Collection | Right Art Uk";"";"Explore our curated Impressionist paintings collection. Shop emotive, light-filled artworks and buy art online with confidence.";"";"";"";"";""
"29";"1";"Vintage paintings";"4";"Style";"Step into our Vintage Paintings Collection, where every piece feels like a story from another time. This curated art collection is all about classic charm, soft nostalgia, and timeless style. Each artwork is carefully chosen to bring you that warm, vintage feeling people love when they buy art that truly speaks to them.

Inside this collection, you’ll find dreamy landscapes, elegant portraits, romantic florals, classic city views, and charming everyday scenes inspired by past eras. The colors, details, and moods are all picked to give you a sense of comfort, history, and emotion in one place. It’s the ideal spot if you’re looking for vintage wall art with character, soul, and personality.

Every piece in this vintage art collection is thoughtfully selected so you don’t have to scroll forever to find “the one.” Whether you’re building your first curated art wall or adding to an existing collection, this is where you can confidently buy vintage-inspired art online that feels special, meaningful, and uniquely you.";"vintage";"Vintage paintings & Art Collection | Right Art Uk";"";"Shop our Vintage Paintings collection – handpicked, nostalgic art pieces to buy online, full of charm, story and soul.";"";"";"";"";""
"30";"1";"Calligraphy paintings";"4";"Style";"Discover our Calligraphy Paintings Collection, a curated range of elegant scripts, modern minimalist designs, and bold statement pieces. Each artwork blends timeless lettering with a fresh, contemporary feel to create a calm, uplifting mood. Inside this collection you’ll find classic flowing calligraphy, modern calligraphy quotes, sacred verses, inspiring words, and abstract layouts built around meaningful text and symbols.

Every piece is carefully selected so you can shop art that feels personal and full of intention. Whether you’re drawn to soft, peaceful designs or strong, high-contrast compositions, this calligraphy wall art collection makes it easy to buy art that truly speaks to you. Browse with confidence, knowing each design is part of a thoughtfully curated art collection focused on beauty, balance, and emotional impact.";"calligraphy";"Calligraphy paintings & Art Collection | Right Art Uk";"";"Shop our curated Calligraphy Paintings collection – elegant, meaningful designs to buy online and express your style with art.";"";"";"";"";""
"31";"1";"Adult & Erotic paintings";"5";"Subjects";"Discover a bold, intimate world inside our Adult & Erotic Paintings, where sensuality meets artistic expression. This curated selection brings together artworks that celebrate desire, confidence, human connection, and the beauty of the body in a refined, artistic way. Each piece is chosen for the mood it creates—sometimes playful, sometimes mysterious, sometimes deeply emotional—making this collection feel both captivating and empowering.

Within this collection, you’ll find a range of sensual themes: romantic silhouettes, passionate storytelling, confident poses, moody abstracts inspired by human chemistry, and tastefully provocative compositions that spark curiosity. Every artwork is selected to evoke feeling and invite the viewer into a more personal, expressive side of art. Whether someone is exploring bold statement pieces or subtle erotic aesthetics, this collection brings a unique blend of style, emotion, and artistic depth.

Perfect for anyone looking to buy expressive art online or explore a thoughtfully curated art collection, this section brings together pieces that embrace passion, elegance, and individuality.";"adult-and-erotic";"Adult & Erotic paintings & Art Collection | Right Art Uk";"";"Shop our curated Calligraphy Paintings collection – elegant, meaningful designs to buy online and express your style with art.";"";"";"";"";""
"32";"1";"Animals paintings";"5";"Subjects";"Discover the heart of our Animals Paintings, a curated selection created for art lovers who connect deeply with the beauty and spirit of the animal world. This collection brings together expressive pieces celebrating wildlife, pets, and nature’s most fascinating creatures. From powerful portrayals of majestic animals to gentle, emotional scenes full of personality, every artwork is chosen to spark curiosity and wonder.

Inside this collection, shoppers will find a diverse range of animal-themed art—from bold, dramatic portrayals of wild creatures to calming, intimate studies that highlight character and emotion. Each piece is selected for its ability to tell a story, making this collection a perfect destination for anyone looking to buy meaningful art or explore thoughtfully curated artwork online. Whether you're drawn to fierce energy, soft charm, or symbolic imagery, this collection offers a rich mix designed to inspire connection and uplift any personal art journey.";"animals";"Animals paintings & Art Collection | Right Art Uk";"";"Shop our curated Calligraphy Paintings collection – elegant, meaningful designs to buy online and express your style with art.";"";"";"";"";""
"33";"1";"Culture & History paintings";"5";"Subjects";"Explore the Culture & History Paintings, a curated selection filled with stories, symbols, and powerful moments from across eras and civilizations. This collection brings together artworks that highlight traditions, ancient legends, cultural icons, historical scenes, and timeless human experiences. Each piece invites viewers to step into another world, offering a sense of depth, nostalgia, and connection that goes beyond visual beauty.

Inside this collection, you’ll find art inspired by historic events, cultural rituals, mythological narratives, royal heritage, and influential figures who shaped societies. These pieces are thoughtfully chosen to help art lovers discover meaningful visuals that spark curiosity and emotion. Whether you're browsing to buy art online or exploring curated art collections, this category is designed to give you a rich and immersive experience. Every artwork here carries its own identity, celebrating the diversity and evolution of global culture in a captivating, modern style.";"culture-and-history";"Culture & History paintings & Art Collection | Right Art Uk";"";"Shop our curated Calligraphy Paintings collection – elegant, meaningful designs to buy online and express your style with art.";"";"";"";"";""
"34";"1";"Emotions & Advocacy paintings";"5";"Subjects";"Discover the heart of our Emotions & Advocacy Paintings, a curated selection created to spark inner reflection and meaningful conversation. This collection brings together artwork that expresses courage, vulnerability, hope, and the many layers of the human experience. Each piece is chosen for its ability to speak directly to the viewer, capturing feelings that are powerful, raw, and deeply relatable.

Inside this collection, you’ll find emotionally charged portraits, impactful narrative pieces, and expressive contemporary art that highlight themes like identity, unity, resilience, and social awareness. These artworks go beyond visuals—they tell stories, challenge perspectives, and inspire connection. For collectors who love meaningful art or anyone looking to buy art with purpose, this collection offers a thoughtful blend of pieces that stand out for their depth and message.

Whether you’re drawn to bold advocacy themes or gentle emotional storytelling, this curated art collection brings together works that are moving, empowering, and designed to leave a lasting impression.";"emotions-and-advocacy";"Emotions & Advocacy paintings & Art Collection | Right Art Uk";"";"Shop our curated Calligraphy Paintings collection – elegant, meaningful designs to buy online and express your style with art.";"";"";"";"";""
"35";"1";"Nature paintings";"5";"Subjects";"Step into our Nature Paintings Collection, a curated selection created for art lovers who want to bring the calm, wild beauty of the outdoors into their lives. This collection highlights the peaceful mood of forests, mountains, rivers, sunlit fields, and dramatic skies—each artwork chosen for the emotions it evokes and the sense of connection it creates. Whether someone is drawn to quiet landscapes, vibrant botanicals, misty horizons, or lush green scenery, this collection offers a range of nature-themed pieces that capture the soul of the natural world.

Every artwork in this collection is thoughtfully curated to help buyers discover pieces that feel alive with color, detail, and atmosphere. The designs follow the theme of nature in all its forms—gentle, powerful, refreshing, and endlessly inspiring. For collectors searching for meaningful art to buy online, this selection brings together the best nature-inspired visuals in one place, making it easy to explore a unified, calming, and expressive art collection crafted for today’s modern aesthetic.";"nature";"Nature paintings & Art Collection | Right Art Uk";"";"Shop our curated Calligraphy Paintings collection – elegant, meaningful designs to buy online and express your style with art.";"";"";"";"";""
"36";"1";"Object & Still Life paintings";"5";"Subjects";"Discover the charm of everyday beauty in our Object & Still Life Paintings collection, a curated selection designed for art lovers who appreciate detail, balance, and quiet emotion. This collection brings together pieces that celebrate form, texture, and composition—showcasing objects, florals, food studies, vessels, and meaningful arrangements that capture small moments with big impact. Each artwork highlights the poetry of simple things, inviting viewers to slow down and notice the elegance hidden in daily life.

Inside this collection, you’ll find a wide range of still-life themes: soft botanical setups, minimalist object studies, vibrant fruit compositions, vintage-inspired arrangements, modern table scenes, and thoughtful visual stories created through carefully placed elements. Every piece is chosen for its mood, harmony, and expressive character, offering art buyers a meaningful and stylish way to explore the world of still-life aesthetics. This curated art collection is ideal for anyone seeking refined, collectible artworks that blend timeless appeal with contemporary style.";"object-and-still-life";"Object & Still Life paintings & Art Collection | Right Art Uk";"";"Shop our curated Calligraphy Paintings collection – elegant, meaningful designs to buy online and express your style with art.";"";"";"";"";""
"37";"1";"People & Portraits paintings";"5";"Subjects";"Discover the heart of human expression inside our People & Portraits Paintings, a curated selection that celebrates character, emotion, and storytelling. This collection brings together artworks that highlight unique faces, diverse personalities, and powerful human moments. Each piece captures mood and presence in a way that draws you in, making this one of our most soul-connecting curated art collections for anyone looking to buy art online with meaning.

Browse portraits full of quiet confidence, expressive gestures, cultural depth, and modern interpretations of the human form. From bold contemporary styles to soft, emotive character studies, every artwork in this collection is chosen to spark connection and inspire imagination. These pieces go beyond simple likeness—they reflect stories, feelings, and the beauty of individuality, making this collection a standout destination for art lovers seeking thoughtful, human-centered creations.

Whether you're expanding your art collection or searching for a captivating piece that speaks to your personal taste, the People & Portraits collection offers a rich, inviting mix of character-driven artwork that feels warm, alive, and curated with intention.";"people-and-portraits";"People & Portraits paintings & Art Collection | Right Art Uk";"";"Shop our curated Calligraphy Paintings collection – elegant, meaningful designs to buy online and express your style with art.";"";"";"";"";""
"38";"1";"Places and Cityscape paintings";"5";"Subjects";"Discover the spirit of urban life with our Places and Cityscape Paintings collection, a curated selection designed for anyone who loves the energy, rhythm, and quiet beauty found in the world’s most iconic locations. Inside this collection, you’ll find expressive city skylines, charming street scenes, bustling marketplaces, scenic landmarks, and atmospheric travel-inspired artworks. Each piece captures the feeling of being there—whether it’s the glow of a busy downtown night or the calm charm of a hidden alleyway.

This collection is thoughtfully assembled to bring together artworks that celebrate movement, culture, architecture, and the stories cities hold. Every painting is chosen for its mood and emotional pull, helping viewers feel the excitement of exploration or the nostalgia of memorable places. Ideal for art lovers searching for unique pieces that reflect adventure, wanderlust, and the character of real-world settings, this curated selection makes it easy to buy art online that truly connects.

Explore a gallery built for those who appreciate meaningful details, world travel, and finely curated art collections centered around the beauty of places—both near and far.";"places-and-cityscape";"Places and Cityscape paintings & Art Collection | Right Art Uk";"";"Shop our curated Calligraphy Paintings collection – elegant, meaningful designs to buy online and express your style with art.";"";"";"";"";""
"39";"1";"Quotes paintings";"5";"Subjects";"Discover a curated selection of inspiring quotes paintings and art crafted to bring meaning, emotion, and personality into any collection. This handpicked range focuses on expressive words paired with artistic visuals, creating pieces that feel both modern and deeply personal. Each artwork is designed to spark reflection, motivation, and emotional connection, making this collection a favorite for anyone who loves meaningful art.

Inside the Quotes Paintings & Art Collection, you’ll find uplifting sayings, bold statement pieces, minimalist word art, motivational quotes, poetic lines, and expressive typography designs. Every piece is chosen for its ability to create a mood—whether calm, empowering, or creatively charged. This collection is perfect for shoppers looking to buy art that speaks to their values, fuels their mindset, and adds a touch of story to their curated art collections. Thoughtfully arranged, this gallery brings together visuals and words that stay with you long after you’ve seen them.";"quotes";"Quotes paintings & Art Collection | Right Art Uk";"";"Shop our curated Calligraphy Paintings collection – elegant, meaningful designs to buy online and express your style with art.";"";"";"";"";""
"40";"1";"Religion and Myth paintings";"5";"Subjects";"Discover the depth and wonder inside our Religion and Myth Paintings, a curated selection that brings timeless stories, legendary symbols, and spiritual themes to life. This collection gathers artworks inspired by ancient beliefs, heroic myths, divine figures, and cultural legends—each piece chosen for its emotional impact and thoughtful storytelling. Whether you’re drawn to dramatic mythic scenes, peaceful spiritual imagery, or symbolic interpretations of well-known tales, this collection offers a rich world of meaning and inspiration.

Every artwork in this curated art collection is designed to spark reflection and connect you with stories that have shaped cultures for centuries. The mood ranges from powerful and dramatic to calm and mystical, giving buyers a unique mix of expressive and collectible art. If you’re looking to buy art online that carries depth, history, and imagination, this collection delivers a memorable experience filled with character and cultural significance.

Explore pieces that celebrate belief, heroism, symbolism, and the mystery of the unseen—carefully gathered to offer a meaningful and engaging journey for any art lover.";"religion-and-myth";"Religion and Myth paintings & Art Collection | Right Art Uk";"";"Shop our curated Calligraphy Paintings collection – elegant, meaningful designs to buy online and express your style with art.";"";"";"";"";""
"41";"1";"Scenic & Landscape paintings";"5";"Subjects";"Step into our Scenic & Landscape paintings collection, a curated space designed for anyone who loves art that captures the quiet power of nature. Here, you’ll find sweeping mountain views, peaceful forests, dreamy coastlines, open fields, glowing sunsets, and atmospheric horizons—each piece chosen to spark calm, curiosity, and a sense of escape. This collection brings together artworks that highlight the beauty of wide-open spaces and the timeless charm of natural scenery, giving you a chance to bring the outside world into your everyday life through thoughtful, expressive visuals.

Every artwork in this collection is handpicked to create a mood—whether it’s soothing, energizing, or deeply nostalgic. These scenic pieces are perfect for art lovers who want to buy artwork that feels meaningful, transports the mind, and adds emotional depth to their personal art collection. With a mix of tranquil views, dramatic landscapes, and serene nature moments, this is a place where you can discover art that speaks to your love for nature and beautifully curated visuals.";"scenic-and-landscape";"Scenic & Landscape paintings & Art Collection | Right Art Uk";"";"Shop our curated Calligraphy Paintings collection – elegant, meaningful designs to buy online and express your style with art.";"";"";"";"";""
