"Category ID";"Active (0 = No, 1 = Yes)";"Name";"Parent Category ID";"Parent Category Name";"Description";"Rewritten URL";"Meta Title";"Meta Keywords";"Meta Description";"Position";"Image URL";"Creation Date";"Group Names (x,y,z...)";"Group Reductions (x,y,z...)"
"13";"1";"Line Art";"4";"Style";"Discover our Line Art Paintings & Wall Art collection, a carefully curated selection for people who love clean lines, calm energy, and modern style. Inside this collection, you’ll find minimalist faces, abstract figures, flowing shapes, and expressive lines that tell a story with just a few strokes. Every piece is chosen to feel balanced, stylish, and easy to connect with, whether you love gentle, dreamy moods or bold, confident energy.

This is more than just wall art for sale – it’s a curated art collection designed to help you find pieces that match your taste without endless scrolling. Each artwork is picked for its emotion, attitude, and strong visual impact, making it simple to buy art online that feels personal and meaningful. If you enjoy modern design, subtle expression, and art that feels both trendy and timeless, this line art collection is made for you.";"Line-Art";"Line Art Paintings & Wall Art | Right Art Uk";"";"Shop our curated Line Art Paintings & Wall Art collection – minimalist, modern, and expressive pieces to match your unique style.";"";"";"";"";""
"14";"1";"silhouette";"4";"Style";"Our Silhouette Paintings & Wall Art collection is all about mood, contrast, and story. Inside this curated collection, you’ll find striking silhouettes of people, nature, cityscapes, animals, and abstract shapes, all set against bold skies, soft gradients, and dreamy backgrounds. Each piece plays with light and shadow to create a dramatic, almost cinematic feel that instantly draws the eye and sparks the imagination. These artworks are chosen to speak to people who love minimal style with strong emotion.

Every artwork in this collection is handpicked to make buying art online feel easy, inspiring, and meaningful. You’ll find calming, romantic, mysterious, and empowering silhouettes that feel modern yet timeless. This is not just random wall art – it’s a carefully built, curated art collection designed to help you find the perfect piece that matches your vibe and personal story. If you’re looking to shop silhouette wall art that feels unique, expressive, and full of character, this is the place to explore and discover your next favorite piece.";"silhouette";"silhouette Paintings & Wall Art | Right Art Uk";"";"Shop curated Silhouette Paintings & Wall Art. Emotional, modern silhouettes and bold statement pieces. Discover and buy unique wall art online.";"";"";"";"";""
"15";"1";"Modern Fine Art";"4";"Style";"Our Modern Fine Art Paintings & Wall Art collection is made for people who love clean lines, bold ideas, and a fresh, contemporary feel. Inside this curated collection you’ll find everything from abstract shapes and color-focused pieces to modern portraits, minimal forms, and statement graphic art. Each artwork is chosen to feel current and stylish, with a balance of calm, energy, and personality that fits a modern lifestyle and mindset.

This is a carefully built curated art collection, not random pieces. Every work is selected to make buying art online simple, enjoyable, and inspiring. You’ll discover art that feels powerful, elegant, and expressive – pieces that tell a story, reflect your taste, and make you feel something every time you look at them. If you’re searching for modern wall art and fine art paintings for sale that are unique, high-quality, and designed with intention, this collection is the perfect place to explore and find your next favorite piece.";"Modern-Fine-Art";"Modern Fine Art Paintings & Wall Art | Right Art Uk";"";"Discover curated Modern Fine Art Paintings & Wall Art. Shop modern, expressive pieces and buy unique fine art online for your personal collection.";"";"";"";"";""
"16";"1";"Anime & Cartoon";"4";"Style";"Step into our Anime & Cartoon Paintings & Wall Art collection, where bold color, iconic characters, and playful stories come together in one curated space. This is the place for fans who want to buy art that actually feels like them – from cute and cozy scenes to powerful, dramatic moments straight out of your favorite shows and childhood memories. Every piece is chosen to spark nostalgia, joy, and a little bit of escapism, whether you’re all about classic anime heroes, chibi characters, or fun cartoon vibes.

This curated art collection is designed for people who live and breathe anime, gaming, and pop culture. You’ll find expressive faces, dynamic poses, and story-rich worlds that bring emotion and personality to your walls. We handpick each artwork so you don’t have to scroll forever – it’s all killer, no filler. Whether you’re starting your first anime wall art setup or adding a new favorite to your collection, this is where your fandom and art taste meet in the best way";"Anime-and-Cartoon";"Anime & Cartoon Paintings & Wall Art | Right Art Uk";"";"Curated Anime & Cartoon Paintings & Wall Art collection for fans. Shop bold, nostalgic designs and buy anime-inspired art online.";"";"";"";"";""
"17";"1";"Digital Art";"4";"Style";"Discover our Digital Art Paintings & Wall Art collection, a curated mix of bold, modern visuals and soft, dreamy designs. Each artwork is handpicked to tell a story – from abstract shapes and futuristic vibes to calm nature scenes and minimal line art. This is the place for people who love buying art that feels fresh, stylish, and full of personality. Whether you like bright statement pieces or subtle, aesthetic designs, you’ll find something here that speaks to your taste and mood.

Our Digital Art Paintings & Wall Art collection is carefully built like a gallery you can scroll through, with every piece chosen for balance, color harmony, and emotional impact. These artworks are ideal for anyone searching for a trusted, curated art collection instead of random prints online. You can explore themes like modern luxury, urban energy, peaceful nature, dreamy fantasy, and powerful portraits – all in one place. Shopping here makes it easy to discover artwork that matches your style, values, and lifestyle, so you can invest in meaningful art you’ll enjoy and feel proud to own for years.";"Digital-Art";"Digital Art Paintings & Wall Art | Right Art Uk";"";"Shop curated digital art paintings & wall art – modern, emotional, and stylish pieces for art lovers who want meaningful, high-quality designs.";"";"";"";"";""
"18";"1";"Street Art & Graffiti";"4";"Style";"Our Street Art & Graffiti Paintings & Wall Art collection brings the rush of the city straight into your art lineup. Here you’ll find bold, high-energy pieces inspired by alley walls, subway stations, music, youth culture, and everyday life in motion. This curated art collection is all about attitude, color, and strong visual impact—perfect for anyone who loves urban style and wants to buy art that really says something.

Inside this collection, you’ll discover expressive graffiti tags, powerful characters, punchy slogans, abstract shapes, and playful pop-culture twists. Some artworks feel loud, rebellious, and raw; others are more nostalgic, dreamy, or surprisingly tender. Each piece is carefully selected so you can shop street art online with confidence, knowing every design has its own story, vibe, and mood. Browse the full range to find the graffiti wall art that matches your personality, adds edge to your art collection, and makes your space feel uniquely yours.

Whether you’re building a fresh, modern art collection or searching for that one statement piece, this street art gallery is thoughtfully curated to give you choice without the overwhelm. Every artwork is handpicked to highlight creativity, authenticity, and the bold spirit of the streets.";"Street-Art-and-Graffiti";"Street Art & Graffiti Paintings & Wall Art | Right Art Uk";"";"Explore bold street art and graffiti wall art. Curated collection to buy unique urban pieces that express your style.";"";"";"";"";""
"19";"1";"Photographs";"4";"Style";"Step into our Photography Paintings & Wall Art collection, where every piece feels like a story frozen in time. Here you’ll find art inspired by powerful photographs – dramatic city streets, calm nature scenes, dreamy portraits, travel moments, abstract light trails, and more. Each artwork is chosen for its strong visual impact, emotional depth, and the way it captures real-life moments in a cinematic, almost “still frame” style.

This curated art collection is perfect for anyone who loves realistic details, bold compositions, and modern visual storytelling. Whether you’re looking to buy art that feels personal, expressive, or simply eye-catching, these photography-inspired pieces offer a mix of moody, vibrant, minimal, and dramatic looks. We carefully select every design so you can shop wall art online with confidence, knowing each piece has been handpicked for quality, style, and emotion. Discover art that doesn’t just decorate your space, but stays with you like a favorite memory.";"Photographs";"Photographs Paintings & Wall Art | Right Art Uk";"";"Discover photography-inspired paintings & wall art. Shop a curated art collection of expressive, modern pieces and buy wall art online with confidence.";"";"";"";"";""
"20";"1";"Geometry";"4";"Style";"Geometry Paintings & Wall Art is all about clean lines, bold shapes, and colors that instantly catch the eye. This curated art collection brings together pieces inspired by circles, triangles, grids, and abstract patterns, creating a modern and stylish visual rhythm. Each artwork is chosen to feel balanced yet energetic, perfect for anyone who loves structure, symmetry, and a bit of playful contrast in their art.

Inside this collection, you’ll find geometric wall art that ranges from soft, minimal designs to strong, statement pieces with high impact. Some works focus on calming, repeated patterns, while others explore broken shapes and dynamic angles that feel fresh and surprising. Every piece is carefully selected to help you buy art that reflects your taste, whether you’re into contemporary design, abstract style, or bold color blocking. Think of this as your go-to place for thoughtfully curated art, where each work is chosen to spark emotion, start conversations, and make your collection feel truly unique.";"Geometry";"Geometry Paintings & Wall Art | Right Art Uk";"";"Discover bold geometry paintings and wall art in a curated collection that makes buying modern, abstract art online simple and inspiring.";"";"";"";"";""
"21";"1";"Pop Art";"4";"Style";"Step into our Pop Art Paintings & Wall Art collection, where bold color, playful graphics, and iconic culture collide. Here you’ll find eye-catching portraits, comic-style scenes, neon-inspired typography, and pop culture mashups that feel fun, fresh, and instantly memorable. Each artwork is chosen to bring that cool, gallery-style attitude you love from classic and modern pop art, all in one easy place to browse and buy art online.

This curated art collection is designed for people who want their walls to make a statement. From striking close-up faces and retro poster vibes to graphic patterns and witty visual jokes, every piece has personality. We carefully handpick each artwork so you can shop pop art paintings for sale with confidence, knowing the style, quality, and mood all work together. Explore the collection, find the pieces that match your vibe, and build a pop art wall that feels bold, stylish, and uniquely you.";"Pop-Art";"Pop Art Paintings & Wall Art | Right Art Uk";"";"Discover bold Pop Art paintings & wall art in our curated collection. Shop vibrant, collectible pieces and buy pop art online with confidence.";"";"";"";"";""
"22";"1";"Classic Art";"4";"Style";"Step into our Classic Art Paintings & Wall Art collection, where timeless style meets a carefully curated selection of masterpieces. Here you’ll find graceful portraits, grand historical scenes, dreamy landscapes, and elegant still life pieces inspired by famous eras of art history. Each artwork is chosen to bring that classic, museum-style feeling into your life, with rich details, balanced composition, and a sense of quiet luxury that never goes out of fashion.

This curated art collection is perfect for anyone who loves heritage, culture, and storytelling through art. From romantic scenes and dramatic silhouettes to serene nature views and refined architectural themes, every piece is picked to create a mood of depth, elegance, and calm. Whether you’re looking to buy classic wall art online, build a personal art collection, or simply add a touch of old-world charm to your space, this is where you’ll discover art that feels special, meaningful, and made to be treasured for years.";"Classic-Art";"Classic Art Paintings & Wall Art | Right Art Uk";"";"Shop our Classic Art Paintings & Wall Art collection – timeless, curated masterpieces for art lovers looking to buy elegant classic wall art online.";"";"";"";"";""
"23";"1";"Fine Art";"4";"Style";"Step into our Fine Art Paintings & Wall Art collection, where every piece is chosen to tell a story and spark emotion. Here you’ll find a mix of bold abstract art, calming nature scenes, expressive portraits, and modern statement pieces that speak to different moods and personalities. Each artwork is carefully selected to feel timeless yet fresh, giving you the chance to buy art that truly connects with you, not just fill a wall.

This curated art collection is all about feeling something when you look at it—peace, joy, nostalgia, power, or quiet reflection. We focus on meaningful details, balanced composition, and strong visual impact so that every artwork feels like a special find. Whether you’re building your first art collection or adding to an existing one, this is a place to discover unique fine art wall art, thoughtfully brought together to make choosing the right piece easier, inspiring, and enjoyable.";"Fine-Art";"Fine Art Paintings & Wall Art | Right Art Uk";"";"Shop Fine Art Paintings & Wall Art – a curated collection of emotive pieces to buy online and grow your personal art collection.";"";"";"";"";""
"24";"1";"Minimalist";"4";"Style";"Minimalist Paintings & Wall Art is all about calm, clarity, and clean design. This curated art collection brings together carefully chosen pieces with simple lines, soft contrasts, and balanced shapes. Inside this collection, you’ll find abstract forms, subtle gradients, monochrome designs, and gentle color palettes that feel modern, airy, and thoughtfully stripped back. Every artwork is selected to create a feeling of peace, focus, and quiet confidence.

Whether you’re looking to buy art that feels modern, stylish, and uncluttered, or to build a cohesive curated art collection, this minimalist wall art range is designed to make your choice easy. Each piece is chosen to work beautifully on its own or as part of a set, so you can collect artworks that reflect a refined, contemporary taste. Explore the collection and discover pieces that speak through simplicity, leaving space for your own story and lifestyle.";"Minimalist";"Minimalist Paintings & Wall Art | Right Art Uk";"";"Curated minimalist art paintings & wall art collection. Shop calm, modern pieces and buy timeless designs to express your style.";"";"";"";"";""
"25";"1";"Realism";"4";"Style";"Step into our Realism Paintings & Wall Art collection, where every piece feels true to life. This curated gallery is all about detail, emotion, and stories you can almost step into. Here you’ll find lifelike portraits, everyday moments, city streets, nature scenes, and still-life compositions that look strikingly real. Each artwork is carefully selected for its clarity, depth, and the way it captures light, shadow, and expression in a believable way.

This realism art collection is designed for people who love art that feels honest and relatable. You’ll see faces that seem to look back at you, landscapes that feel familiar, and quiet scenes that hold a deeper meaning the longer you look. Our goal is to offer a thoughtful, high-quality selection so you can confidently buy art online, knowing every piece in this curated collection has been handpicked for impact, emotion, and timeless appeal.";"Realism";"Realism Paintings & Wall Art | Right Art Uk";"";"Explore our Realism Paintings & Wall Art collection, a curated gallery of lifelike scenes and portraits ready to buy online.";"";"";"";"";""
"26";"1";"Impressionist";"4";"Style";"Step into our Impressionist Paintings & Wall Art collection, where every piece captures a fleeting moment of light, color, and emotion. Here you’ll find dreamy landscapes, soft garden scenes, glowing city streets, peaceful seascapes, and tender everyday moments. Each artwork is chosen to bring that gentle, blurred, “caught in the moment” feeling that makes Impressionist art so loved around the world.

This curated art collection is perfect for art lovers who want to buy art online that feels poetic, emotional, and timeless. From romantic silhouettes at sunset to sunlit fields and misty mornings, every piece in this collection is selected for its mood, harmony, and storytelling. We focus on quality, beauty, and variety, so you can explore Impressionist wall art that truly speaks to you and reflects your personal taste with confidence.";"Impressionist";"Impressionist Paintings & Wall Art | Right Art Uk";"";"Explore our curated Impressionist art and wall art collection. Shop emotive, light-filled artworks and buy art online with confidence.";"";"";"";"";""
"27";"1";"Vintage";"4";"Style";"Step into our Vintage Paintings & Wall Art collection, where every piece feels like a story from another time. This curated art collection is all about classic charm, soft nostalgia, and timeless style. Each artwork is carefully chosen to bring you that warm, vintage feeling people love when they buy art that truly speaks to them.

Inside this collection, you’ll find dreamy landscapes, elegant portraits, romantic florals, classic city views, and charming everyday scenes inspired by past eras. The colors, details, and moods are all picked to give you a sense of comfort, history, and emotion in one place. It’s the ideal spot if you’re looking for vintage wall art with character, soul, and personality.

Every piece in this vintage art collection is thoughtfully selected so you don’t have to scroll forever to find “the one.” Whether you’re building your first curated art wall or adding to an existing collection, this is where you can confidently buy vintage-inspired art online that feels special, meaningful, and uniquely you.";"Vintage";"Vintage Paintings & Wall Art | Right Art Uk";"";"Shop our Vintage Paintings & Wall Art collection – handpicked, nostalgic art pieces to buy online, full of charm, story and soul.";"";"";"";"";""
"28";"1";"Calligraphy";"4";"Style";"Discover our Calligraphy Paintings & Wall Art collection, a curated range of elegant scripts, modern minimalist designs, and bold statement pieces. Each artwork blends timeless lettering with a fresh, contemporary feel to create a calm, uplifting mood. Inside this collection you’ll find classic flowing calligraphy, modern calligraphy quotes, sacred verses, inspiring words, and abstract layouts built around meaningful text and symbols.

Every piece is carefully selected so you can shop art that feels personal and full of intention. Whether you’re drawn to soft, peaceful designs or strong, high-contrast compositions, this calligraphy wall art collection makes it easy to buy art that truly speaks to you. Browse with confidence, knowing each design is part of a thoughtfully curated art collection focused on beauty, balance, and emotional impact.";"Calligraphy";"Calligraphy Paintings & Wall Art | Right Art Uk";"";"Shop our curated Calligraphy Paintings & Wall Art collection – elegant, meaningful designs to buy online and express your style with art.";"";"";"";"";""
"29";"1";"Hand Drawings & Sketches";"4";"Style";"Explore our Hand Drawings & Sketches – Paintings & Wall Art collection, a curated selection of expressive line work, soft shading, and thoughtful details. Each piece feels personal and handcrafted, capturing quiet moments, bold ideas, and raw emotions in their purest form. This collection is all about mood: from calm and minimal sketches to more dramatic, high-contrast artwork, you’ll find pieces that speak to introspection, creativity, and everyday beauty.

Inside this art collection, you’ll discover hand-drawn portraits, figure studies, abstract sketch art, nature-inspired drawings, and modern minimalist wall art. Every artwork is carefully chosen to fit together as a cohesive, curated art collection, so you can shop with confidence knowing each piece has been selected for its character, emotion, and visual impact. Whether you’re looking to buy art online, build a personal gallery, or add a thoughtful touch to your space, this collection makes it easy to find art that truly feels special and meaningful.";"Hand-Drawings-and-Sketches";"Hand Drawings & Sketches Paintings & Wall Art | Right Art Uk";"";"Shop our curated Calligraphy Paintings & Wall Art collection – elegant, meaningful designs to buy online and express your style with art.";"";"";"";"";""
